latitude,longitude,price,minimum_nights,room_type,neighbourhood
40.71729,-73.98442,189,5,0,119
40.69318,-73.94739,200,2,0,13
40.75782,-73.8844,42,10,1,59
40.73621,-73.98729,120,4,1,86
40.68932,-73.91374,80,1,1,28
40.67846,-74.0141,120,4,0,162
40.70946,-73.96567,140,3,0,214
40.70807,-73.95604,392,1,0,214
40.71153,-73.94215,100,2,1,214
40.77441,-73.95815,160,1,0,201
40.62857,-73.94071,160,2,0,76
40.7551,-73.99363,200,3,0,95
40.76904,-73.91002,75,1,1,4
40.70981,-73.96781,119,4,1,214
40.74374,-74.00044,199,2,0,34
40.69476,-73.97224,108,3,0,80
40.73976,-74.00953,200,10,0,209
40.74072,-73.97764,199,2,0,112
40.71114,-73.99874,99,2,1,198
40.68633,-73.93805,100,2,1,13
40.72709,-73.97459,79,2,1,64
40.80579,-73.94916,125,2,0,94
40.82172,-73.95618,60,1,1,94
40.71247,-73.94915,93,1,1,214
40.71741,-73.95978,65,1,1,214
40.68869,-73.98899,168,1,0,19
40.82784,-73.93704,100,3,0,94
40.66459,-73.96629,86,2,1,159
40.78105,-73.97633,249,2,0,202
40.80055,-73.94101,88,1,1,61
40.76555,-73.95791,399,3,0,201
40.72432,-73.98916,250,1,1,64
40.71445,-73.93416,58,7,1,214
40.68911,-73.91581,89,2,0,28
40.6534,-73.9439,50,1,1,60
40.68666,-73.91972,35,1,1,13
40.72668,-74.00252,100,3,1,178
40.70167,-73.93308,50,1,1,28
40.69371,-73.94449,53,4,1,13
40.75755,-73.88199,50,1,1,59
40.72391,-73.99879,194,2,1,178
40.71987,-73.98641,150,1,0,119
40.76217,-73.99911,500,2,0,95
40.66911,-73.95982,68,1,1,51
40.7138,-73.99371,125,3,1,35
40.75508,-73.91673,100,2,0,4
40.68401,-73.98521,100,4,1,19
40.72146,-73.98838,125,1,0,119
40.69223,-73.96879,63,2,1,41
40.69962,-73.94102,85,1,1,13
40.63894,-74.08069,100,1,1,186
40.68714,-73.95775,144,5,0,13
40.66999,-73.98079,184,3,0,151
40.81693,-73.95421,180,1,1,94
40.72367,-73.98244,175,2,0,64
40.68346,-73.93121,150,4,0,13
40.70842,-73.9208,150,2,0,28
40.79801,-73.97403,400,1,0,202
40.65468,-73.95703,50,3,1,74
40.73327,-74.00157,300,2,0,209
40.83311,-73.9116,34,2,1,48
40.78074,-73.94811,180,3,0,201
40.73179,-74.00106,176,3,0,209
40.60913,-73.95254,100,1,1,175
40.83333,-73.94182,53,3,1,206
40.71228,-73.94211,150,3,0,214
40.68425,-73.96455,100,3,0,41
40.76354,-73.91789,77,2,1,4
40.71978,-73.98643,224,2,0,119
40.69012,-73.99221,80,1,1,25
40.62065,-74.02929,68,5,1,81
40.79505,-73.93126,199,2,0,61
40.67807,-73.8794,60,3,1,63
40.71661,-73.99784,200,5,0,35
40.69172,-73.95862,90,1,1,13
40.69122,-73.96976,75,3,1,80
40.71214,-73.98955,90,5,1,119
40.76413,-73.92374,98,6,0,4
40.79913,-73.94226,90,2,1,61
40.70666,-73.96526,210,3,0,214
40.68822,-73.9124,40,1,1,28
40.7221,-73.98304,117,5,0,64
40.82349,-73.94053,80,2,1,94
40.7119,-73.94431,90,3,1,214
40.74297,-73.87508,62,2,0,68
40.68098,-73.92706,72,1,1,13
40.67648,-73.9634,36,1,1,51
40.67218,-73.94087,93,1,0,51
40.79796,-73.97255,250,2,0,202
40.68337,-73.92996,60,4,1,13
40.66555,-73.95497,100,1,0,51
40.67728,-74.00572,80,1,0,162
40.78901,-73.98057,199,5,0,202
40.78602,-73.97537,167,3,0,202
40.79496,-73.94882,150,4,0,61
40.71769,-73.95275,95,2,1,214
40.78967,-73.94199,145,2,0,61
40.69141,-73.93022,76,1,1,13
40.71528,-73.95033,120,2,1,214
40.68989,-73.95878,45,7,1,13
40.78954,-73.95076,110,1,1,61
40.74143,-73.9229,145,2,0,189
40.70396,-73.93442,250,2,0,214
40.68927,-73.98423,150,1,0,57
40.74666,-73.97847,135,1,0,137
40.68713,-73.93659,35,5,1,13
40.82736,-73.95113,100,1,1,94
40.70604,-73.94307,55,3,1,214
40.71643,-73.96443,99,5,0,214
40.79345,-73.97191,50,5,0,202
40.6727,-73.95505,82,4,1,51
40.71332,-73.95291,200,3,0,214
40.64399,-73.89315,85,7,0,30
40.78281,-73.94516,143,2,0,201
40.63145,-74.02375,50,2,1,7
40.74592,-73.90889,100,1,1,220
40.68323,-73.94694,170,2,1,13
40.71024,-73.95834,200,2,0,214
40.81795,-73.94099,100,2,1,94
40.62585,-73.9392,300,4,0,76
40.73294,-73.98282,245,5,0,86
40.76413,-73.97691,189,2,0,127
40.77835,-73.94756,150,2,0,201
40.70843,-73.96924,80,1,1,214
40.73242,-73.9868,48,2,1,64
40.79149,-73.94658,80,5,1,61
40.6574,-73.96174,45,2,1,159
40.86439,-73.92302,50,4,1,103
40.77864,-73.98482,140,2,0,202
40.81667,-73.94342,75,3,1,94
40.71058,-73.93912,111,5,0,214
40.72098,-73.9972,225,4,0,145
40.77625,-73.9558,229,3,0,201
40.75038,-73.93904,89,1,1,117
40.77739,-73.90805,65,4,1,54
40.74029,-74.00233,185,1,0,34
40.78974,-73.97018,275,7,0,202
40.67619,-73.97726,276,3,0,151
40.73635,-73.95705,89,2,1,91
40.70431,-73.94528,62,2,2,214
40.75209,-73.96944,165,1,0,127
40.7665,-73.98578,178,3,0,95
40.6471,-74.0075,138,3,0,190
40.57717,-73.9608,95,1,1,23
40.62724,-73.93043,1700,1,0,76
40.75288,-73.97269,380,3,1,127
40.71239,-73.99461,200,3,1,198
40.79948,-73.96314,75,1,1,202
40.69044,-73.90837,60,1,1,28
40.69901,-73.90168,50,3,0,166
40.77791,-73.95362,180,3,0,201
40.71495,-73.94726,695,2,0,214
40.79005,-73.94929,110,4,0,61
40.62536,-73.929,148,1,1,76
40.68818,-73.959,200,7,0,13
40.68035,-73.99611,69,5,1,31
40.718,-73.98497,95,8,0,119
40.71547,-73.94346,150,10,0,214
40.69415,-73.96581,250,2,0,41
40.73268,-73.98551,700,5,0,86
40.81618,-73.94355,55,2,1,94
40.71261,-73.99506,250,3,0,198
40.71544,-73.96003,100,5,1,214
40.62555,-73.95724,50,1,1,128
40.68867,-73.97192,74,7,1,80
40.7699,-73.91156,280,1,0,54
40.69143,-73.93444,55,1,1,13
40.72243,-74.00027,80,5,1,178
40.76038,-73.98781,219,7,0,95
40.58985,-73.98482,55,2,1,89
40.69431,-73.97289,145,1,0,80
40.72523,-74.00127,200,1,0,178
40.67814,-73.9778,155,2,0,151
40.69549,-73.91838,30,1,1,28
40.76193,-73.99147,499,2,0,95
40.81639,-73.94223,80,2,1,94
40.7464,-73.91675,120,5,0,189
40.68631,-73.99763,59,7,1,43
40.711,-73.9387,54,6,1,214
40.74312,-73.99953,450,3,0,34
40.76035,-73.98026,99,2,2,191
40.77951,-73.97765,200,5,0,202
40.77961,-73.98441,120,3,1,202
40.69322,-73.94581,345,3,0,13
40.74423,-73.97614,195,4,0,112
40.68475,-73.97986,239,2,0,19
40.79929,-73.94605,350,3,0,61
40.61999,-74.03181,55,1,1,81
40.66236,-73.99109,265,2,0,190
40.69966,-73.93883,60,1,0,28
40.72146,-73.98279,100,1,1,64
40.67637,-73.95755,125,3,0,51
40.73138,-73.99002,745,1,0,64
40.68991,-73.93695,55,2,1,13
40.65989,-73.99536,66,3,1,190
40.72918,-73.99882,200,7,0,92
40.71353,-73.94162,125,1,1,214
40.69349,-73.91109,50,1,1,28
40.72664,-73.98661,185,2,0,64
40.67848,-73.91543,85,2,0,13
40.62733,-73.96102,85,4,1,128
40.68723,-73.92003,109,1,1,13
40.67726,-73.94618,142,7,0,51
40.80395,-73.96531,50,3,1,130
40.71877,-73.99055,320,4,0,119
40.69074,-73.93696,85,5,0,13
40.62692,-74.1299,109,3,0,161
40.7252,-73.98261,129,1,0,64
40.75594,-73.96874,250,3,0,127
40.71675,-73.95725,60,4,1,214
40.71212,-73.94011,180,3,0,214
40.68522,-73.873,125,3,1,52
40.74917,-73.97549,200,2,0,137
40.76551,-73.98217,190,3,0,127
40.6289,-73.97683,35,1,1,20
40.715,-73.95018,80,10,0,214
40.82639,-73.90363,680,1,1,118
40.7477,-73.94438,80,4,1,117
40.76054,-73.99936,150,2,1,95
40.68007,-73.92963,150,5,0,13
40.72956,-73.98158,129,7,0,64
40.70603,-73.89562,299,3,0,84
40.7885,-73.95093,80,2,1,61
40.72412,-73.98283,158,1,0,64
40.73401,-73.9814,226,2,0,86
40.71029,-74.01725,100,1,1,6
40.63458,-73.94554,66,2,1,60
40.65841,-73.95016,69,4,1,159
40.73885,-73.99701,109,2,1,34
40.77129,-73.9501,120,1,0,201
40.8531,-73.93872,75,2,0,206
40.66929,-73.98707,163,5,0,182
40.72838,-73.97943,305,2,0,64
40.70824,-74.00476,200,2,0,73
40.83139,-73.90166,23,2,1,133
40.72934,-73.99983,210,5,0,92
40.74244,-73.97872,600,2,0,112
40.81287,-73.95186,120,10,0,94
40.74054,-74.0004,365,6,0,34
40.64185,-73.91509,160,2,0,30
40.76348,-73.99391,125,1,1,95
40.84559,-73.89815,41,7,1,196
40.69133,-73.9426,31,3,1,13
40.77357,-73.94729,142,2,0,201
40.68875,-73.90943,32,5,1,28
40.7001,-73.99183,275,5,0,25
40.74195,-74.00052,140,7,0,34
40.82993,-73.9435,201,1,0,94
40.73722,-74.00263,1500,3,0,209
40.67984,-73.9703,90,2,1,158
40.66753,-73.95099,64,5,1,51
40.72639,-73.97848,80,8,1,64
40.70597,-73.92091,127,3,0,28
40.65228,-73.96428,97,2,0,74
40.6888,-73.95665,90,6,0,13
40.66021,-73.96001,100,2,0,159
40.74572,-73.98285,240,2,0,127
40.70108,-73.90222,120,2,0,166
40.7461,-73.91983,75,3,1,189
40.65757,-73.95015,35,1,1,159
40.79746,-73.93513,161,3,0,61
40.85176,-73.93009,75,2,1,206
40.77882,-73.90935,69,2,1,54
40.75352,-73.96807,139,2,0,127
40.81942,-73.94264,68,1,1,94
40.73607,-73.87981,60,1,1,68
40.70732,-73.91491,65,1,1,166
40.71419,-73.94138,150,2,1,214
40.69013,-73.91177,65,1,1,28
40.74509,-73.97894,300,4,0,112
40.74319,-73.98074,39,2,2,112
40.67525,-73.9486,100,7,0,51
40.71186,-73.96115,195,1,0,214
40.66352,-73.96005,170,3,0,51
40.68963,-73.99259,94,1,0,43
40.69382,-73.96644,60,1,1,41
40.69367,-73.93981,130,5,0,13
40.72333,-73.98795,250,3,0,64
40.72613,-74.00188,200,2,0,178
40.67019,-73.9318,50,2,1,51
40.75426,-73.96524,182,3,0,127
40.69297,-73.91788,70,2,0,28
40.67343,-73.98338,225,3,0,151
40.62562,-73.94255,95,3,0,76
40.76031,-73.91583,180,6,1,4
40.73776,-73.98418,250,7,0,86
40.75607,-73.96768,325,4,0,127
40.67582,-73.94054,47,1,1,51
40.67689,-73.94884,85,3,1,51
40.69418,-73.94409,68,2,1,13
40.65903,-73.96035,214,5,0,159
40.73561,-73.95873,150,3,0,91
40.71921,-73.99238,150,3,1,119
40.68946,-73.97279,270,3,0,80
40.74284,-73.97967,150,1,0,112
40.6791,-73.97369,150,1,0,158
40.74056,-73.99262,375,2,0,75
40.68876,-73.90578,75,1,1,28
40.74729,-73.99107,175,1,1,34
40.64487,-73.97895,65,1,1,108
40.71136,-73.99391,110,3,1,198
40.6862,-73.96973,175,3,0,80
40.70474,-73.93812,70,3,1,214
40.7385,-73.9065,99,1,0,123
40.77702,-73.98052,224,2,0,202
40.72143,-73.99427,70,3,1,145
40.68612,-73.94318,55,5,1,13
40.77998,-73.98462,130,2,0,202
40.80075,-73.9677,450,1,0,202
40.77271,-73.93159,200,1,1,4
40.57762,-73.95662,99,3,0,23
40.68172,-73.95118,85,2,1,13
40.71212,-73.96086,90,1,1,214
40.75512,-73.97155,350,2,1,127
40.68321,-73.93666,132,3,0,13
40.69342,-73.91116,55,1,1,28
40.71536,-73.96358,66,2,1,214
40.71934,-74.00998,400,6,0,197
40.73145,-74.00184,114,1,1,209
40.71588,-73.95515,46,1,1,214
40.62189,-73.96171,38,2,1,128
40.65554,-73.9499,45,3,1,159
40.69016,-73.97307,97,3,0,80
40.71417,-73.9591,160,5,0,214
40.61679,-73.95521,89,7,0,128
40.76352,-73.96394,200,3,0,201
40.75911,-73.97011,479,2,0,127
40.71338,-73.99226,135,1,0,35
40.72307,-73.98437,89,1,1,64
40.76091,-73.88686,45,2,1,59
40.69798,-73.93206,69,1,1,28
40.74547,-73.93184,60,2,1,189
40.71769,-73.99854,236,2,0,115
40.8686,-73.92594,45,2,1,103
40.62652,-74.0196,95,3,0,7
40.70146,-73.92887,90,5,0,28
40.69259,-73.9665,150,1,0,41
40.70687,-73.93981,125,4,0,214
40.69174,-73.95921,100,1,0,13
40.74586,-74.00361,165,6,0,34
40.75273,-73.96904,90,5,1,127
40.80165,-73.96287,76,2,2,202
40.69492,-73.97061,160,3,0,80
40.82355,-73.94881,50,2,1,94
40.7962,-73.94894,85,1,1,61
40.66063,-73.98894,60,1,0,190
40.79578,-73.93398,145,5,0,61
40.80385,-73.96499,100,1,1,130
40.71254,-73.96183,220,1,0,214
40.74712,-73.89329,46,1,1,104
40.71909,-73.99028,95,1,0,119
40.69702,-73.93167,70,2,1,28
40.86815,-73.92342,125,1,1,103
40.70068,-73.91008,118,6,0,166
40.76316,-73.99358,200,2,0,95
40.71208,-73.95566,78,4,1,214
40.68553,-73.92569,65,1,1,13
40.74688,-73.98701,220,4,0,127
40.75325,-73.97176,250,5,1,127
40.79274,-73.94286,65,1,1,61
40.72841,-73.98231,199,2,0,64
40.69338,-73.97322,110,3,0,80
40.73454,-74.00141,125,1,0,209
40.70285,-73.91934,89,1,1,28
40.7655,-73.88217,80,1,0,59
40.71408,-73.9489,64,3,1,214
40.68606,-73.92356,150,2,0,13
40.75881,-73.96295,325,1,0,127
40.68203,-73.98427,85,1,1,85
40.78721,-73.94131,99,1,1,61
40.72299,-73.97809,42,2,2,64
40.68518,-73.94283,125,2,0,13
40.77161,-73.95295,140,1,0,201
40.72731,-74.00472,350,3,0,178
40.68486,-73.93822,70,1,1,13
40.57701,-73.96616,50,1,2,23
40.82165,-73.95593,55,5,1,94
40.70642,-73.92165,240,2,0,28
40.66723,-73.98043,100,2,0,151
40.72387,-73.98939,200,2,0,64
40.81855,-73.94447,46,1,1,94
40.82093,-73.91279,125,2,0,124
40.79093,-73.9678,250,3,1,202
40.7258,-73.94426,120,4,1,91
40.67133,-73.94526,128,2,0,51
40.7193,-73.95731,175,2,0,214
40.71284,-73.94805,70,2,1,214
40.62992,-74.01753,125,7,0,7
40.70833,-74.01068,70,3,1,73
40.85945,-73.92834,69,1,0,103
40.67192,-73.95116,50,3,1,51
40.72695,-73.98546,120,1,1,64
40.82639,-73.90517,150,2,0,118
40.79933,-73.95949,185,1,0,202
40.77604,-73.94524,125,3,0,201
40.73624,-74.00311,290,3,0,209
40.68282,-73.98112,170,1,0,19
40.69382,-73.95072,100,2,0,13
40.71701,-73.98874,140,1,0,119
40.6955,-73.96446,130,1,0,41
40.79197,-73.94711,140,1,0,61
40.70821,-73.95187,150,5,0,214
40.79458,-73.97077,180,2,0,202
40.75917,-73.99785,305,2,0,95
40.68203,-73.92676,75,3,1,13
40.68677,-73.91571,84,1,1,28
40.76577,-73.9855,135,1,1,95
40.73107,-74.00163,175,4,0,209
40.61957,-73.9936,93,3,0,17
40.64555,-74.00995,150,2,1,190
40.68091,-73.95006,350,2,0,13
40.64985,-74.00835,100,2,0,190
40.77717,-73.95404,182,2,0,201
40.6842,-73.9177,59,1,1,13
40.76205,-73.94975,79,4,1,169
40.6907,-73.96019,132,4,0,13
40.7453,-74.00242,105,2,0,34
40.61889,-73.99895,99,3,0,17
40.68442,-73.95639,50,2,1,13
40.57795,-73.9616,50,2,1,23
40.75604,-73.91488,60,7,1,4
40.73284,-73.97635,120,3,1,188
40.72469,-73.97892,165,1,0,64
40.71086,-73.96088,50,1,1,214
40.76438,-73.99482,125,1,0,95
40.692,-73.93852,45,1,1,13
40.84658,-73.93979,200,2,0,206
40.74351,-73.90405,44,1,1,220
40.72767,-73.98856,99,2,0,64
40.71557,-73.94004,75,1,1,214
40.82402,-73.94537,73,2,1,94
40.7816,-73.97638,125,5,0,202
40.71745,-73.95961,175,2,0,214
40.74238,-73.91783,69,3,1,189
40.71091,-73.95747,75,2,1,214
40.73809,-73.98215,200,2,0,86
40.70417,-74.01511,200,9,0,73
40.71174,-73.94767,45,1,1,214
40.76477,-73.92901,75,5,1,4
40.74676,-74.00234,75,1,1,34
40.84832,-73.93583,42,1,1,206
40.68598,-73.91997,200,3,0,13
40.75568,-73.91578,250,2,1,4
40.57811,-73.96004,50,1,2,23
40.7195,-73.96084,125,3,1,214
40.78563,-73.95396,250,4,0,201
40.7486,-73.88469,99,2,1,104
40.7729,-73.95761,120,1,1,201
40.63782,-74.07732,85,1,1,187
40.70433,-73.92488,120,4,0,28
40.81083,-73.95188,125,4,1,94
40.67489,-73.97963,70,2,1,151
40.85927,-73.92966,200,3,1,103
40.63427,-73.95248,171,2,0,74
40.76009,-73.98937,280,5,0,95
40.71058,-73.95294,280,1,0,214
40.7802,-73.90913,150,7,0,54
40.72611,-74.00337,194,1,0,178
40.81088,-73.95677,135,2,0,130
40.60577,-74.12819,85,1,1,70
40.68336,-73.91449,83,3,0,13
40.70723,-73.94811,50,7,1,214
40.80772,-73.91791,53,1,1,134
40.7441,-73.97224,200,1,2,137
40.72769,-73.94309,69,3,1,91
40.68697,-73.9615,75,4,1,41
40.66756,-73.88704,45,1,1,63
40.7648,-73.92081,50,1,1,4
40.69934,-73.92947,120,4,0,28
40.85471,-73.93021,90,1,1,206
40.71256,-73.94785,80,5,1,214
40.74154,-73.99283,210,1,0,75
40.69958,-73.92772,120,1,0,28
40.7416,-73.99782,300,4,0,34
40.65206,-73.96149,100,4,1,74
40.67376,-73.96433,125,2,0,158
40.76184,-73.92839,76,3,0,117
40.84061,-73.88858,30,3,1,196
40.82948,-73.94876,55,2,1,94
40.73788,-74.00183,170,3,0,209
40.71383,-73.96289,298,3,0,214
40.69677,-73.97112,285,4,0,80
40.82948,-73.92364,82,4,1,47
40.85516,-73.9378,200,1,0,206
40.68883,-73.9525,100,2,0,13
40.70633,-73.92231,55,1,1,28
40.79935,-73.95208,44,1,2,94
40.85264,-73.93976,160,3,1,206
40.71279,-73.96291,80,2,1,214
40.79259,-73.95171,90,1,1,61
40.65086,-73.97757,65,2,1,216
40.63777,-74.02497,95,3,0,7
40.72771,-73.98172,75,5,1,64
40.76938,-73.96732,150,1,0,201
40.65205,-73.96311,50,1,1,74
40.80596,-73.96471,170,1,0,130
40.70798,-73.95374,165,3,0,214
40.72951,-73.99997,150,2,1,92
40.79499,-73.96631,139,1,1,202
40.78314,-73.94659,75,1,1,201
40.70816,-73.94822,55,4,1,214
40.71787,-73.94171,110,2,1,214
40.6582,-73.95275,70,5,1,159
40.68927,-73.96542,125,3,0,41
40.71072,-73.94382,39,7,1,214
40.80929,-73.95826,70,1,1,130
40.72722,-73.99914,96,3,1,92
40.80041,-73.95401,70,1,1,94
40.76724,-73.9232,120,3,0,4
40.70652,-73.94541,80,1,1,214
40.67687,-73.96242,99,3,0,51
40.76392,-73.98187,186,1,0,127
40.76049,-73.9288,110,2,0,117
40.53982,-74.1728,75,2,0,101
40.75423,-73.99461,120,1,1,95
40.80481,-73.94794,110,2,0,94
40.7317,-74.00708,163,7,0,209
40.74208,-73.92414,50,2,1,189
40.69095,-73.95861,160,5,0,13
40.73045,-73.98067,115,1,1,64
40.75295,-73.9955,250,6,0,34
40.72953,-74.00462,145,7,0,209
40.71952,-73.96281,250,5,0,214
40.83935,-73.94019,60,2,1,206
40.68738,-73.91906,70,2,1,13
40.69038,-73.91909,85,1,1,28
40.71985,-73.94422,120,2,0,214
40.70712,-73.94013,65,4,1,214
40.74789,-73.98702,220,4,0,127
40.66847,-73.95225,85,4,1,51
40.80862,-73.94516,185,3,0,94
40.67471,-73.94571,69,2,1,51
40.70695,-73.94524,50,7,1,214
40.7645,-73.98862,70,2,1,95
40.8031,-73.95654,79,1,1,94
40.72803,-73.97961,100,1,1,64
40.68534,-73.95533,90,4,1,13
40.63952,-74.0973,5000,1,0,161
40.76462,-73.98734,110,3,1,95
40.76589,-73.98536,124,5,1,95
40.70937,-73.94113,94,2,1,214
40.82632,-73.95168,125,4,0,94
40.68874,-73.99855,100,8,1,43
40.77585,-73.95337,110,2,0,201
40.67568,-74.00997,125,2,0,162
40.7829,-73.94721,500,3,0,201
40.6752,-73.93215,75,1,1,51
40.74337,-73.97726,850,3,0,112
40.69372,-73.9485,112,3,0,13
40.69235,-73.93836,70,2,0,13
40.75607,-73.9941,200,3,0,95
40.69043,-73.94909,40,5,1,13
40.73449,-73.99299,300,1,0,92
40.73852,-73.92777,85,10,1,189
40.80255,-73.95347,100,1,1,94
40.76904,-73.95435,1600,1,0,201
40.73776,-73.99996,156,1,0,209
40.7044,-73.98153,85,1,1,204
40.78787,-73.97116,200,3,0,202
40.80935,-73.95786,139,1,0,130
40.81393,-73.94365,35,2,1,94
40.76097,-73.92191,47,3,1,4
40.82172,-73.94791,81,1,1,94
40.72405,-73.99518,149,3,0,145
40.69029,-73.90623,29,1,2,28
40.75347,-73.98567,179,2,0,127
40.74771,-73.93684,86,8,1,117
40.72754,-73.95527,45,1,1,91
40.68171,-73.92858,115,1,0,13
40.76547,-73.92079,70,1,1,4
40.75588,-73.93117,130,3,0,117
40.80211,-73.94573,165,5,0,94
40.72896,-73.98111,158,3,0,64
40.74117,-73.99517,349,3,0,34
40.68904,-73.97269,210,4,0,80
40.83219,-73.94334,50,1,1,206
40.6663,-73.87448,139,3,0,63
40.73049,-73.96115,185,3,0,91
40.61167,-73.95803,40,1,1,128
40.71911,-73.95828,200,2,0,214
40.76633,-73.9875,150,4,0,95
40.76548,-73.98474,105,6,2,95
40.71323,-73.95745,450,5,0,214
40.72224,-73.99675,165,3,0,145
40.72488,-73.94932,124,1,0,91
40.71652,-73.94809,120,1,1,214
40.83434,-73.94027,99,3,1,206
40.71329,-73.93993,59,2,1,214
40.72689,-73.98676,199,1,0,64
40.68357,-73.94126,149,2,0,13
40.73042,-73.98491,750,3,0,64
40.68851,-73.95151,70,5,1,13
40.70943,-73.94948,60,5,1,214
40.72037,-73.99454,179,2,0,145
40.72812,-73.95619,225,5,0,91
40.78806,-73.97969,175,8,0,202
40.68597,-73.93873,125,5,0,13
40.70641,-73.91765,50,2,1,28
40.68073,-73.90915,128,3,0,13
40.73056,-73.99357,99,1,0,92
40.69986,-73.9298,159,3,0,28
40.78268,-73.94977,110,3,0,201
40.71156,-73.95826,80,2,1,214
40.81503,-73.96029,150,5,0,130
40.6785,-73.99594,180,4,0,31
40.72952,-73.98388,140,7,0,64
40.82162,-73.94902,45,2,2,94
40.64465,-73.97871,45,3,1,108
40.71531,-73.96548,425,5,1,214
40.823,-73.90859,60,1,0,118
40.7722,-73.95272,115,3,0,201
40.73454,-74.00365,350,1,0,209
40.73704,-74.01049,130,2,0,209
40.6951,-73.92981,48,3,1,28
40.70987,-73.9472,65,4,1,214
40.72997,-73.98497,172,1,0,64
40.79307,-73.95138,56,2,2,61
40.68213,-73.9538,75,4,1,13
40.72921,-73.98631,140,1,1,64
40.71234,-73.96601,80,1,1,214
40.74827,-73.94006,110,2,1,117
40.68177,-73.99393,150,1,0,31
40.7713,-73.95443,175,1,0,201
40.80995,-73.93801,215,1,1,61
40.71796,-73.95522,75,2,1,214
40.72085,-73.94132,100,2,0,91
40.74433,-73.98318,450,2,0,127
40.71179,-73.96449,79,4,1,214
40.86754,-73.92639,80,4,1,103
40.63716,-73.88654,85,2,0,30
40.8278,-73.94891,97,3,0,94
40.68369,-73.94897,175,4,0,13
40.72994,-74.00456,275,3,0,209
40.73772,-73.98025,175,3,0,112
40.70272,-73.93005,140,3,0,28
40.7443,-73.99732,135,1,0,34
40.7004,-73.91934,40,2,1,28
40.70762,-74.00233,600,3,0,73
40.64465,-73.99078,40,1,1,20
40.69768,-73.93359,80,2,1,28
40.69378,-73.93932,200,3,0,13
40.58496,-73.95739,250,3,0,175
40.72064,-73.99957,595,5,0,178
40.67157,-73.94117,36,2,1,51
40.69439,-73.96484,65,1,1,41
40.70701,-73.94446,65,2,1,214
40.6186,-74.0071,160,3,0,58
40.80718,-73.94907,80,2,0,94
40.72709,-73.98442,450,2,0,64
40.70706,-73.91437,225,7,0,166
40.71304,-73.9482,215,2,0,214
40.67885,-74.00027,150,5,0,31
40.72964,-74.0031,200,2,0,209
40.72142,-73.98411,350,10,1,119
40.76334,-73.98257,165,2,0,127
40.68511,-73.96775,49,1,1,41
40.69216,-73.92933,100,5,0,13
40.80299,-73.96465,40,9,1,202
40.72164,-73.97927,175,1,0,64
40.82236,-73.90227,75,2,1,118
40.75376,-73.96669,350,3,0,127
40.75683,-73.93184,55,1,1,117
40.71449,-73.95905,85,3,1,214
40.76072,-73.98993,150,4,0,95
40.67215,-73.95753,220,2,0,51
40.68077,-73.97489,250,1,0,158
40.68069,-73.94264,125,1,1,13
40.68157,-73.90547,52,2,1,28
40.81246,-73.94906,147,2,0,94
40.68821,-73.9187,229,3,0,28
40.72278,-73.9967,225,2,0,145
40.70703,-73.95396,100,2,1,214
40.72035,-73.98542,225,4,0,119
40.67432,-73.94255,100,3,0,51
40.86284,-73.92704,60,1,1,103
40.72599,-73.95498,185,1,1,91
40.70471,-73.94151,42,4,1,214
40.72859,-73.98348,198,2,0,64
40.71992,-73.98472,550,3,0,119
40.72712,-73.98402,200,3,0,64
40.82794,-73.95118,150,2,0,94
40.68007,-73.96334,89,3,1,51
40.82502,-73.95155,45,7,1,94
40.71716,-73.99716,90,1,1,35
40.69207,-73.94321,165,3,0,13
40.7293,-73.9834,130,1,0,64
40.82206,-73.95234,275,4,0,94
40.71839,-73.99834,699,3,0,115
40.69386,-73.93256,52,4,1,13
40.70204,-73.91068,50,3,1,166
40.71766,-73.95634,170,3,0,214
40.71185,-73.96204,80,2,1,214
40.67892,-73.95156,150,2,0,13
40.76106,-73.99148,95,1,1,95
40.73692,-74.00531,225,2,0,209
40.81067,-73.93896,150,7,0,61
40.80129,-73.94466,612,1,0,61
40.65051,-73.95586,35,4,1,74
40.81103,-73.94813,289,1,0,94
40.72585,-73.94001,54,6,1,91
40.7597,-73.99726,219,3,0,95
40.71479,-73.94835,600,1,1,214
40.7276,-73.98635,219,1,0,64
40.75912,-73.98985,106,1,1,95
40.75318,-73.98649,300,3,0,127
40.68746,-73.91254,49,3,1,28
40.69671,-73.92577,100,1,1,28
40.65129,-73.92696,35,1,1,60
40.77697,-73.97698,137,1,1,202
40.74735,-73.99974,585,3,0,34
40.68374,-73.98558,145,3,0,85
40.63291,-74.11749,37,2,1,207
40.64934,-73.94508,250,5,0,60
40.76225,-73.99106,145,6,0,95
40.69675,-73.93374,57,2,1,28
40.79081,-73.94946,130,4,0,61
40.69615,-73.99682,1000,3,0,25
40.68665,-73.9774,67,3,1,80
40.7729,-73.95738,115,2,0,201
40.715,-74.0094,700,1,0,197
40.71755,-73.98967,164,1,0,119
40.67228,-73.89194,97,2,0,63
40.71987,-73.99729,65,5,2,115
40.8078,-73.93837,110,2,0,61
40.71545,-73.94383,99,2,0,214
40.7233,-73.98819,190,1,0,64
40.69413,-73.94481,49,1,1,13
40.63439,-73.94397,150,6,0,60
40.67246,-73.99164,125,1,0,85
40.76,-73.98377,212,1,0,191
40.78531,-73.96988,375,1,0,202
40.70904,-73.9471,60,1,1,214
40.66586,-73.97948,100,1,0,182
40.68567,-73.93509,275,2,0,13
40.74877,-73.9994,300,5,0,34
