host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
264928,80,40.68656,-73.97525,1,68,3,0
267593,64,40.72752,-73.98432,0,130,1,192
268014,91,40.729,-73.95829,0,195,2,58
272006,54,40.77185,-73.90502,0,140,2,292
199392,43,40.68926,-73.99386,0,159,2,279
239208,64,40.72821,-73.98701,0,189,3,0
274557,95,40.7672,-73.98508,0,250,3,3
275459,64,40.73012,-73.99053,0,239,3,351
275578,75,40.7403,-73.98498,0,305,2,201
276291,94,40.80931,-73.94343,0,155,3,232
277379,94,40.8251,-73.94287,1,60,1,258
277394,216,40.6585,-73.98397,1,135,2,272
279797,169,40.76193,-73.9501,1,120,7,341
282927,119,40.72052,-73.98589,0,150,3,244
274782,91,40.73401,-73.95967,0,135,2,12
186084,35,40.71756,-73.99503,0,250,4,265
289653,178,40.72003,-74.00262,0,500,4,329
99212,92,40.73194,-73.99474,0,225,5,91
249372,94,40.81583,-73.94707,1,175,2,365
292630,64,40.72654,-73.98049,0,99,2,320
293394,202,40.80021,-73.96071,0,195,4,0
126607,61,40.80942,-73.93936,0,140,3,192
295760,115,40.71961,-73.9954,0,135,2,0
291112,34,40.74358,-74.00027,0,500,2,348
297769,35,40.71445,-73.9908,1,120,4,353
281764,60,40.64446,-73.9503,0,65,3,2
197755,28,40.688,-73.9171,0,99,3,68
306545,64,40.72477,-73.98161,0,175,3,326
306605,34,40.74238,-73.99567,0,205,9,76
306739,91,40.72945,-73.95511,0,285,3,279
308875,214,40.70763,-73.95177,1,59,2,15
307962,4,40.75384,-73.91433,0,99,5,226
308652,108,40.64106,-73.97426,1,39,1,365
170510,13,40.68236,-73.94314,0,135,2,11
306545,64,40.72185,-73.98246,0,390,5,316
312288,103,40.86648,-73.9263,1,75,7,323
146944,64,40.72807,-73.98594,0,200,3,0
313317,51,40.6778,-73.94339,1,100,3,301
314256,51,40.6761,-73.9529,1,110,6,0
314582,51,40.67586,-73.95155,1,60,2,287
46978,64,40.72321,-73.98157,1,68,2,86
317809,202,40.77956,-73.98098,0,115,2,261
319092,13,40.68276,-73.95264,1,75,5,68
320422,214,40.71368,-73.9626,1,60,3,0
320450,64,40.72956,-73.98158,0,129,7,231
320761,214,40.71069,-73.95175,0,130,10,152
320538,214,40.70863,-73.94641,0,95,4,46
321756,94,40.82888,-73.94307,1,75,3,364
321934,151,40.67319,-73.97323,0,175,2,246
322884,31,40.67846,-73.99443,0,190,3,288
324460,64,40.72681,-73.98534,0,212,3,51
314941,119,40.71904,-73.99392,1,95,1,364
325389,214,40.71031,-73.9583,0,140,2,254
136227,94,40.81322,-73.95306,0,135,6,189
327673,151,40.67732,-73.98225,0,150,2,263
329436,85,40.68076,-73.9896,0,190,3,258
332189,130,40.80393,-73.95838,1,122,3,246
323517,202,40.80082,-73.9652,1,109,1,364
240427,13,40.683,-73.91981,0,145,3,72
282655,31,40.67817,-73.99495,0,250,2,272
343250,91,40.73119,-73.95578,1,125,3,325
281229,115,40.71943,-73.99627,0,575,2,298
155689,28,40.70514,-73.91922,1,70,5,203
353965,103,40.86713,-73.92811,1,90,2,132
354330,64,40.73198,-73.98881,1,65,3,5
361855,206,40.83494,-73.93869,0,250,3,276
365153,91,40.72898,-73.95552,0,229,1,188
340692,91,40.72646,-73.95341,1,59,3,15
211877,214,40.71015,-73.96101,0,195,4,71
389924,214,40.71903,-73.9597,0,169,1,215
265109,4,40.77635,-73.93426,0,115,2,257
394752,91,40.72488,-73.95018,1,55,2,0
308875,214,40.71398,-73.95763,1,69,2,8
401696,119,40.71876,-73.98394,0,150,3,191
118971,182,40.66552,-73.99019,0,169,2,182
134355,95,40.76248,-73.9913,1,150,3,49
422561,19,40.68674,-73.98876,0,135,4,0
425506,41,40.6848,-73.96219,0,350,6,156
434987,64,40.72329,-73.98486,1,71,2,200
448312,25,40.6926,-73.99832,1,100,3,0
448312,25,40.69441,-73.99771,0,200,3,106
449787,64,40.72399,-73.98374,0,169,4,276
451545,13,40.6824,-73.94615,0,185,3,248
453519,28,40.68949,-73.91708,0,65,2,194
410094,64,40.72451,-73.98094,0,225,2,0
459054,51,40.67591,-73.94715,0,150,5,0
462776,64,40.72843,-73.98895,0,139,1,142
464506,198,40.71271,-73.99776,1,95,3,60
327900,119,40.71965,-73.98766,0,150,2,52
116599,41,40.68613,-73.96536,0,650,5,365
25183,13,40.68314,-73.93963,0,120,2,237
35375,4,40.75961,-73.91117,1,80,1,365
478395,13,40.69305,-73.93185,0,175,2,204
473113,51,40.67174,-73.95663,0,120,5,272
509341,214,40.71055,-73.95098,0,140,7,0
509918,13,40.69465,-73.95458,0,200,5,9
116599,41,40.68413,-73.96542,1,165,4,365
31374,112,40.73877,-73.97707,0,125,4,181
522065,61,40.79406,-73.94102,2,65,7,0
523218,206,40.85295,-73.93361,1,67,2,296
526805,85,40.66918,-73.99187,0,130,7,35
530032,214,40.71125,-73.95613,1,100,3,0
465278,214,40.71577,-73.96053,0,190,3,359
251176,64,40.72577,-73.98745,0,249,5,365
551055,94,40.82773,-73.95231,1,60,3,247
552679,13,40.68505,-73.95684,0,135,2,102
306739,91,40.72911,-73.95493,0,175,3,274
3088389,202,40.77944,-73.98567,0,120,5,201
572527,51,40.67539,-73.96093,0,165,7,157
573316,94,40.8054,-73.95189,1,90,1,0
571952,201,40.78491,-73.9508,0,225,2,312
181376,80,40.69088,-73.97307,1,95,2,331
314582,51,40.67555,-73.95057,1,55,2,275
275582,95,40.75835,-73.99193,1,85,10,174
314941,119,40.71895,-73.99434,0,211,1,361
582598,127,40.75579,-73.96699,0,145,6,0
127772,94,40.81822,-73.94095,0,99,1,220
585166,4,40.76434,-73.92132,0,110,4,363
2248897,13,40.68448,-73.92747,0,110,4,283
585458,34,40.74412,-74.00208,1,290,2,20
599354,64,40.73067,-73.98702,1,87,2,0
138069,214,40.70665,-73.94061,0,190,4,331
262812,214,40.72063,-73.95952,0,200,2,36
611716,151,40.67644,-73.98082,0,165,2,7
617990,94,40.80481,-73.94794,0,110,2,301
622460,64,40.72533,-73.99143,0,395,2,170
622855,13,40.68569,-73.93038,1,99,2,307
308652,108,40.64302,-73.97255,1,39,1,365
627217,64,40.72939,-73.98857,0,189,2,201
620288,202,40.79918,-73.96607,1,85,1,0
275563,91,40.72473,-73.95199,0,165,2,139
651390,209,40.73215,-74.00922,0,170,4,0
507186,214,40.71109,-73.94332,0,125,2,0
653405,137,40.7463,-73.97926,1,130,4,193
652842,214,40.71823,-73.95849,0,225,10,52
663764,60,40.651,-73.94886,1,50,2,136
663879,80,40.68626,-73.97598,0,170,3,286
665013,34,40.74488,-74.001,0,132,4,0
663384,151,40.67632,-73.97616,0,250,7,18
674970,91,40.72212,-73.94254,0,141,5,9
622866,214,40.71363,-73.96019,0,249,3,277
683975,51,40.6755,-73.95878,1,79,2,0
686147,64,40.72274,-73.97581,0,185,2,233
686768,19,40.6858,-73.9828,0,120,3,221
687361,151,40.67535,-73.97654,0,495,1,355
689661,145,40.72255,-73.99346,0,375,3,0
630453,145,40.72094,-73.99706,0,175,3,277
277747,64,40.72485,-73.97813,0,150,4,0
616825,94,40.80473,-73.9532,0,259,8,343
299755,64,40.72217,-73.98419,1,96,1,0
404424,214,40.71943,-73.9565,0,145,7,0
703156,34,40.74249,-74.00329,0,200,4,0
706418,202,40.79264,-73.97294,0,95,5,0
709434,216,40.65749,-73.97675,0,250,4,188
709334,94,40.80474,-73.94688,0,295,2,264
715807,92,40.72831,-74.00177,0,175,3,0
716064,214,40.71541,-73.94144,0,451,2,331
718349,202,40.79765,-73.96245,0,165,2,236
720320,201,40.78508,-73.95332,0,250,4,0
726333,119,40.72008,-73.98404,0,250,4,0
722320,4,40.75725,-73.91098,0,129,1,245
731855,151,40.67359,-73.97904,0,150,2,8
731904,64,40.72674,-73.9782,1,95,7,359
732535,94,40.80497,-73.95016,0,300,2,258
737585,91,40.72937,-73.95671,0,125,2,22
739499,64,40.72587,-73.98438,1,175,3,236
745069,94,40.82426,-73.9463,1,75,3,365
573065,214,40.71534,-73.95914,0,165,5,23
759583,41,40.68288,-73.96024,1,75,3,365
762563,91,40.72489,-73.95494,0,130,5,0
465589,214,40.70867,-73.94284,0,139,2,222
54275,13,40.67963,-73.93908,1,88,1,238
54275,13,40.6798,-73.93908,1,80,1,218
759883,34,40.74346,-73.99882,1,150,2,0
769247,202,40.77724,-73.98109,0,200,3,0
770831,64,40.72972,-73.97995,0,200,2,235
772300,214,40.71309,-73.94128,1,90,6,0
1856604,94,40.83096,-73.94633,0,295,3,247
776490,214,40.71323,-73.95745,0,450,5,15
776645,51,40.67212,-73.9506,0,130,2,119
242506,214,40.71023,-73.96665,1,89,3,0
781647,94,40.80523,-73.95139,0,198,5,234
627217,64,40.72636,-73.98917,0,99,2,257
32169,91,40.72185,-73.93956,1,46,4,350
69439,178,40.72351,-73.99683,1,140,2,221
787273,31,40.6809,-73.99233,0,500,7,0
867225,130,40.80525,-73.95916,1,75,5,201
792159,28,40.70283,-73.92131,1,60,3,0
793620,206,40.84468,-73.94303,1,75,2,222
795640,31,40.68252,-73.99619,0,350,5,0
306605,34,40.74342,-73.99483,0,205,9,76
795889,151,40.67853,-73.98089,0,219,5,0
789257,202,40.77886,-73.98042,0,185,2,14
800982,64,40.72578,-73.97879,0,190,3,27
803086,61,40.80113,-73.94503,0,250,2,68
805344,94,40.82411,-73.94934,1,65,2,59
806112,13,40.68131,-73.95332,0,75,2,0
806214,200,40.85811,-73.90675,1,37,4,232
806774,214,40.70667,-73.96524,0,85,2,15
807642,89,40.60452,-73.97103,0,106,7,0
812814,61,40.7932,-73.94007,0,79,2,0
67778,80,40.68768,-73.97611,1,85,2,161
803086,94,40.80224,-73.94558,1,170,2,88
302772,119,40.71473,-73.98842,1,115,3,337
781647,94,40.80518,-73.95359,1,89,5,247
826192,94,40.80827,-73.95329,2,49,3,248
826459,91,40.72901,-73.95812,1,91,3,287
829652,86,40.73476,-73.98452,0,400,2,304
833926,28,40.69055,-73.92357,0,150,2,0
842125,51,40.67505,-73.95969,0,97,3,193
844862,64,40.72974,-73.98201,1,100,4,43
846309,214,40.70925,-73.95425,0,179,4,25
848748,91,40.72315,-73.95226,0,500,2,127
848960,34,40.73939,-73.99612,0,429,10,0
849492,112,40.74112,-73.97686,0,189,6,303
21475,119,40.72019,-73.98217,1,120,2,345
314941,145,40.72133,-73.99666,0,300,1,115
872121,94,40.8296,-73.94651,0,199,2,12
39260,61,40.79056,-73.9468,0,120,2,268
876054,214,40.71312,-73.96199,1,70,2,37
889106,214,40.71297,-73.94336,1,75,4,0
279078,13,40.69242,-73.95097,0,99,2,287
904833,34,40.73862,-73.99758,0,250,1,0
906200,214,40.7158,-73.95803,0,350,6,233
909146,158,40.68262,-73.97299,0,170,3,129
909234,64,40.73217,-73.98801,0,165,1,0
179020,95,40.76311,-73.99388,1,99,1,353
912541,34,40.74695,-74.00454,1,255,4,365
489400,63,40.67497,-73.87305,0,169,3,297
915640,51,40.66788,-73.94813,0,99,4,56
918866,201,40.76684,-73.95944,0,169,7,44
920542,13,40.68967,-73.95445,0,160,3,355
922922,158,40.67946,-73.96501,0,215,3,156
874471,151,40.66944,-73.98083,0,130,3,273
923915,64,40.72566,-73.97748,1,110,3,274
938056,189,40.74249,-73.92466,1,75,2,65
48599,34,40.74033,-74.00024,0,149,6,0
936830,202,40.7969,-73.96128,1,89,6,180
940724,206,40.83403,-73.94553,1,50,1,343
949221,159,40.65513,-73.95641,1,43,1,43
949221,159,40.65589,-73.95539,1,42,1,96
304493,214,40.70275,-73.94501,1,85,1,59
953279,13,40.68897,-73.93569,0,139,3,255
611716,151,40.67617,-73.98136,1,105,1,252
953565,151,40.67595,-73.98053,0,265,5,0
960836,95,40.76415,-73.99067,0,149,1,20
964482,94,40.83127,-73.94718,1,68,2,188
289135,13,40.68497,-73.95592,0,99,3,304
971075,94,40.82922,-73.94174,1,75,3,38
973438,214,40.71137,-73.94362,1,100,2,254
933378,201,40.76739,-73.9557,2,90,1,0
988350,151,40.6755,-73.97859,0,190,4,328
918087,13,40.68812,-73.94934,1,67,4,0
1000477,201,40.7694,-73.9572,0,190,1,0
903686,214,40.7093,-73.9497,1,100,6,249
464506,35,40.713,-73.99752,1,95,3,64
1007558,191,40.75895,-73.9883,1,150,1,111
1010242,13,40.68186,-73.94113,0,145,3,287
1011426,28,40.68364,-73.91076,1,41,2,286
1012691,214,40.71893,-73.9428,0,120,4,263
12221,48,40.82802,-73.92039,1,50,3,276
1014639,80,40.68765,-73.97073,0,157,2,0
1018472,175,40.58422,-73.94079,0,70,4,90
1024355,214,40.71973,-73.95582,0,185,3,0
1029021,13,40.69025,-73.93323,0,145,3,11
306739,91,40.73049,-73.96115,0,185,3,1
272730,64,40.72956,-73.97903,0,250,1,0
1094178,191,40.75877,-73.98863,0,230,2,44
1096084,85,40.67688,-73.9859,0,100,7,0
293130,28,40.70051,-73.92204,1,40,1,5
1109658,70,40.60742,-74.14388,1,80,2,158
1112560,13,40.68741,-73.95741,1,79,3,192
1114587,202,40.79816,-73.9619,0,300,2,31
1129218,94,40.8078,-73.95208,1,80,7,285
447754,17,40.61922,-73.99399,0,110,1,183
759583,41,40.68275,-73.96148,0,172,4,189
1138692,119,40.71813,-73.98416,0,199,1,162
1138692,119,40.71892,-73.98401,0,199,1,158
1139574,94,40.816,-73.95545,1,100,1,84
921500,94,40.82748,-73.95153,1,55,4,260
918087,13,40.68634,-73.95088,1,75,3,0
1144415,64,40.72229,-73.97901,0,146,3,166
846050,144,40.72956,-73.99287,1,250,2,0
4887492,197,40.71193,-74.00817,1,150,3,90
1153993,34,40.74233,-73.99865,0,199,4,28
1164642,158,40.67424,-73.96665,0,150,5,363
1165231,94,40.80486,-73.95298,1,69,1,86
991380,19,40.68653,-73.98562,0,230,4,0
1173599,127,40.74267,-73.98569,0,125,4,0
1112560,13,40.68749,-73.95494,1,79,3,264
663879,80,40.68645,-73.97538,1,130,3,305
1177947,176,40.61077,-74.06824,0,75,6,278
815977,214,40.71126,-73.94576,0,220,3,135
1187935,64,40.72416,-73.9853,0,288,2,229
1191142,13,40.68516,-73.92521,0,135,4,273
1192424,209,40.73507,-74.00048,0,225,3,83
1194377,13,40.67964,-73.93946,0,100,7,321
1190088,95,40.76189,-73.99,1,130,2,303
1097545,64,40.72645,-73.98035,1,89,1,192
507304,190,40.66293,-73.99833,0,200,5,0
1203500,13,40.69046,-73.95167,0,80,2,36
12221,47,40.83001,-73.92158,1,50,5,271
1207399,64,40.72709,-73.98274,1,90,1,333
1184442,178,40.72599,-74.00168,1,270,5,210
1217241,13,40.68309,-73.94219,0,110,3,231
763420,61,40.79442,-73.93433,0,145,1,308
1012895,166,40.70163,-73.90867,1,55,1,311
1223568,127,40.75575,-73.96842,1,110,2,264
902054,94,40.80903,-73.94197,0,325,5,153
1234405,182,40.66414,-73.98574,0,300,1,0
1236817,119,40.72066,-73.98506,0,200,3,191
1240820,214,40.71746,-73.95497,0,180,2,248
4166168,53,40.70257,-73.9847,0,350,5,67
1151987,64,40.72264,-73.9837,0,160,4,0
65064,35,40.71892,-73.99628,0,300,7,0
1257309,119,40.71693,-73.98948,0,100,5,0
1257760,86,40.73685,-73.98359,0,399,1,12
136962,80,40.68501,-73.97019,1,85,5,69
1263176,158,40.67722,-73.96542,1,55,1,293
1264655,13,40.69221,-73.95866,0,110,6,4
1269455,209,40.72969,-74.00635,0,200,2,257
1273825,214,40.70832,-73.94157,0,137,1,0
1276497,13,40.68016,-73.94878,0,280,3,365
714200,103,40.85888,-73.92886,1,71,4,26
1260921,111,40.8679,-73.90023,1,42,2,302
1288460,13,40.6889,-73.95383,0,180,2,280
825022,34,40.75127,-73.99637,0,226,5,302
283604,51,40.67607,-73.94421,1,85,3,281
1292250,86,40.73834,-73.9823,0,135,1,0
3647,68,40.7347,-73.88066,0,79,4,297
936630,119,40.71876,-73.98851,0,154,1,246
1306587,209,40.73291,-74.00059,0,246,4,0
1311398,214,40.7184,-73.96019,0,295,5,0
945499,51,40.67495,-73.95563,1,150,3,0
1311870,35,40.71582,-73.99902,0,119,1,0
1313306,94,40.81068,-73.94288,1,125,1,365
1313306,94,40.81122,-73.94279,0,400,5,365
1314834,92,40.73129,-73.99944,0,850,3,249
1278802,214,40.71628,-73.95737,1,129,2,303
1317343,202,40.78558,-73.9726,1,140,1,300
297769,35,40.7146,-73.991,1,115,4,323
1325961,61,40.79493,-73.94462,0,200,3,0
1331493,23,40.58147,-73.96726,1,69,1,303
1331850,202,40.79771,-73.96323,0,185,2,261
1332108,94,40.81512,-73.94692,1,81,2,0
1267021,104,40.74965,-73.89344,1,54,5,365
1336542,41,40.68197,-73.96549,0,110,1,0
1340007,28,40.70271,-73.91566,0,220,2,297
1343630,13,40.69241,-73.94885,0,170,2,315
506779,145,40.72004,-73.99424,0,495,7,338
1346437,189,40.74511,-73.92398,0,80,10,40
1347034,34,40.74599,-74.00253,0,760,2,361
1348494,43,40.68946,-73.99385,1,98,4,288
1356046,214,40.71408,-73.9489,1,64,3,117
1358312,41,40.68618,-73.96144,0,154,3,0
1354758,151,40.67379,-73.98454,0,139,3,204
436599,209,40.74031,-74.00532,0,325,4,20
1360043,94,40.81872,-73.94567,1,58,1,0
52335,80,40.69142,-73.97203,0,70,7,0
480943,201,40.76928,-73.95021,0,189,2,206
696482,13,40.68338,-73.95289,0,130,3,1
1370358,209,40.72953,-74.00462,0,145,7,0
568103,73,40.70523,-74.01345,1,101,7,307
1372786,34,40.74025,-74.00161,1,95,5,0
1359519,209,40.73378,-74.00429,0,375,7,0
1376778,60,40.64468,-73.94219,0,92,4,27
535128,119,40.7193,-73.98966,1,80,5,348
1380060,80,40.69778,-73.97676,0,145,3,15
1020539,64,40.72534,-73.98591,1,88,2,0
1381171,94,40.82151,-73.94516,0,155,1,5
1384111,189,40.74558,-73.92324,1,73,2,0
1384559,202,40.79433,-73.9765,0,225,2,107
305972,130,40.81055,-73.95549,1,85,7,144
21188,51,40.6711,-73.95231,1,99,2,98
1390947,191,40.76217,-73.98411,0,200,5,0
1392440,201,40.76128,-73.96463,0,485,7,0
1394190,145,40.72313,-73.99438,0,310,5,89
1394719,214,40.7177,-73.95576,0,110,4,354
1397061,34,40.74139,-74.0005,0,220,4,0
1397115,119,40.71992,-73.98773,0,195,4,271
164675,108,40.64277,-73.97296,1,60,2,347
661399,61,40.79111,-73.94466,1,99,3,127
1406773,94,40.79951,-73.95257,0,130,2,41
1408733,34,40.75114,-74.00195,0,350,3,18
1410714,51,40.66431,-73.93216,1,50,3,158
1413098,117,40.74579,-73.95012,1,96,2,270
1366310,220,40.74409,-73.91122,1,85,2,306
1398639,13,40.68812,-73.93254,1,34,10,216
1415590,64,40.72454,-73.99151,0,250,3,16
1315849,214,40.71073,-73.96207,1,190,1,365
1315849,214,40.71028,-73.96128,1,75,2,365
1217923,159,40.65772,-73.96131,0,93,4,312
1417166,13,40.68884,-73.95059,1,60,5,33
1417166,13,40.6865,-73.95372,1,65,5,0
1362808,201,40.76373,-73.96897,0,300,3,27
1423798,92,40.73388,-73.99452,0,150,2,300
1195295,64,40.72257,-73.98465,0,299,3,365
511993,91,40.72723,-73.95728,1,60,4,303
1402817,80,40.69135,-73.97321,0,88,5,0
1427381,214,40.70513,-73.95505,1,60,2,161
1429642,61,40.79793,-73.93612,1,200,6,0
1433395,94,40.80285,-73.95166,1,99,2,50
1434654,28,40.70642,-73.91665,0,110,3,28
1434931,41,40.68156,-73.96537,0,135,5,317
1417757,13,40.68631,-73.93702,0,165,3,80
130901,158,40.67847,-73.97038,0,402,3,340
305972,94,40.81371,-73.95585,1,85,6,97
1447684,91,40.72868,-73.95835,1,75,7,365
950657,159,40.65689,-73.9533,0,70,6,0
1451723,61,40.7928,-73.93967,1,50,3,339
1452026,4,40.77117,-73.91905,1,30,5,0
368528,51,40.66984,-73.95141,1,64,1,0
1455825,94,40.82977,-73.94071,0,300,3,365
1420300,13,40.68492,-73.95489,0,800,4,257
