host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
49435973,214,40.70665,-73.93529,0,218,3,171
34000566,214,40.71069,-73.95283,0,95,2,0
24337956,214,40.70714,-73.93611,1,51,1,0
21188854,127,40.75553,-73.97251,0,200,2,0
49451877,127,40.76374,-73.98089,0,350,2,0
24170584,115,40.72011,-73.99729,0,265,1,0
49455312,202,40.77472,-73.98323,0,228,2,0
34691404,178,40.72501,-74.00353,1,90,3,0
48983104,125,40.72058,-73.87493,1,60,2,81
48399349,57,40.69072,-73.99034,0,120,2,0
21787440,206,40.84005,-73.93735,1,65,1,0
1459446,216,40.64801,-73.97562,1,90,3,290
49349133,61,40.79665,-73.94824,0,225,2,160
23815371,54,40.78115,-73.90883,0,103,1,245
41863600,64,40.73068,-73.98949,0,500,5,0
49485109,28,40.70111,-73.92202,1,62,6,4
49489331,51,40.66528,-73.93293,1,45,2,0
608275,92,40.72704,-73.99954,0,300,3,0
49494701,34,40.74835,-74.00336,0,299,1,297
23854797,119,40.72136,-73.98767,1,85,1,0
49502599,201,40.76928,-73.96163,1,250,1,0
2316568,64,40.72564,-73.98088,1,49,1,0
49511227,119,40.71582,-73.98812,0,300,2,118
7969836,178,40.71927,-73.99943,0,300,2,0
48937383,103,40.86458,-73.92883,1,90,1,0
49513668,73,40.71143,-74.00596,0,289,2,253
5532810,214,40.71731,-73.943,1,50,2,244
1401835,214,40.71032,-73.95482,1,75,3,355
49482081,13,40.69886,-73.94617,1,45,1,0
26787684,216,40.65863,-73.98435,0,120,2,0
49561278,119,40.71752,-73.99077,0,110,4,0
2699292,91,40.72066,-73.95308,0,195,3,54
49566321,95,40.76515,-73.9847,2,100,2,365
4025647,214,40.71259,-73.96037,0,200,7,216
48966726,51,40.66996,-73.94989,0,160,2,8
23254783,214,40.71219,-73.94826,0,115,3,0
43632142,4,40.76275,-73.92052,0,150,3,220
49570763,13,40.6943,-73.95896,0,70,1,0
16417917,130,40.80774,-73.95703,1,100,2,0
69510,34,40.7465,-74.0036,0,375,3,0
10619345,214,40.7157,-73.96011,1,49,1,0
21091779,13,40.68664,-73.92318,1,49,1,288
49572701,94,40.80948,-73.94739,0,245,3,226
49577355,209,40.74029,-74.00578,0,225,2,250
1439333,209,40.73866,-74.00063,0,220,6,81
3389541,51,40.67859,-73.96076,1,75,1,96
19510808,137,40.74755,-73.98054,0,120,2,0
1407251,85,40.67924,-73.98718,0,129,1,275
2335786,201,40.77919,-73.94733,0,199,4,0
49511227,35,40.71668,-73.98954,1,92,1,0
20510488,158,40.67748,-73.96469,0,185,5,0
49287218,95,40.76661,-73.98439,0,179,2,8
49592958,86,40.73684,-73.98194,1,80,1,0
45632792,112,40.74231,-73.97697,1,80,1,0
49616729,34,40.75164,-74.00146,0,100,2,0
397900,108,40.63984,-73.97197,0,225,4,0
27065592,41,40.68402,-73.96094,1,60,1,0
47933513,201,40.78039,-73.95863,0,166,2,3
4739974,28,40.70641,-73.92158,1,70,4,0
6697886,94,40.81613,-73.94546,1,63,1,0
49630478,201,40.78007,-73.94677,0,115,4,0
10061428,28,40.69911,-73.92441,1,55,1,0
21086012,13,40.69422,-73.94616,1,76,1,0
49383811,127,40.75435,-73.96729,0,150,1,58
49641082,94,40.81872,-73.94491,1,39,1,0
49645950,178,40.72546,-74.00036,0,450,3,3
49649740,94,40.81026,-73.95279,1,80,5,0
12982906,80,40.69338,-73.97322,0,110,3,0
49651648,94,40.80196,-73.95261,1,75,1,0
10651357,178,40.72468,-74.00746,0,450,3,0
49661200,94,40.82458,-73.95038,0,150,1,198
4397614,151,40.67809,-73.97324,0,125,1,0
49662115,127,40.74606,-73.98688,1,125,3,0
33906084,214,40.7171,-73.95273,0,80,4,0
37058836,61,40.79682,-73.94876,0,260,1,0
4931159,202,40.7924,-73.97265,0,85,4,0
47705853,95,40.75452,-73.99267,1,199,2,232
21498793,51,40.67726,-73.95928,0,135,3,15
49671297,166,40.70777,-73.898,0,100,3,107
47705853,95,40.75429,-73.99198,1,99,2,252
2736439,123,40.71382,-73.91282,0,89,3,331
37450458,13,40.68125,-73.91272,1,77,1,216
24951732,182,40.66519,-73.98264,0,350,2,0
11491789,214,40.70721,-73.93957,0,190,4,159
47710992,28,40.70831,-73.92095,0,115,2,1
6725302,95,40.76769,-73.988,0,200,2,0
2513586,201,40.78495,-73.9503,0,135,7,0
49709755,91,40.72304,-73.95239,0,135,1,0
36380016,127,40.7532,-73.96711,0,99,1,0
46222477,178,40.7261,-74.00281,0,145,2,0
6590142,73,40.70835,-74.00702,0,349,2,0
45100854,64,40.72401,-73.98061,1,75,5,0
2816129,91,40.71984,-73.95386,0,200,4,6
49720830,137,40.74899,-73.97301,1,119,1,0
9144442,202,40.80219,-73.96618,1,65,3,0
12651062,206,40.83625,-73.93753,1,50,3,5
27158859,34,40.74761,-73.99761,0,199,4,0
15337454,209,40.73436,-73.99994,1,80,1,0
47511212,130,40.80508,-73.96262,1,55,2,0
1192413,51,40.66909,-73.95144,0,99,1,0
5238157,31,40.68002,-73.99626,0,125,1,0
8797100,34,40.74361,-73.99503,0,235,4,27
8871082,31,40.6776,-74.0014,0,110,5,0
49736436,206,40.83549,-73.93968,0,120,3,244
49737913,202,40.78095,-73.98178,0,195,3,0
37626481,202,40.79622,-73.97059,1,109,1,197
49738780,4,40.77211,-73.92055,1,100,1,0
7371085,214,40.70436,-73.93225,1,55,7,0
49742527,127,40.75246,-73.97171,0,150,4,299
766920,31,40.68316,-73.99775,0,100,2,0
7534128,95,40.76406,-73.98705,0,450,1,0
6040624,190,40.6454,-74.00782,0,155,1,225
49673620,61,40.79651,-73.93184,1,60,3,0
49746656,117,40.74572,-73.95679,0,85,5,0
6628233,13,40.68534,-73.95533,1,90,4,0
35320945,169,40.76108,-73.95058,1,70,2,0
3501254,28,40.70393,-73.9284,1,50,5,66
16396714,112,40.74054,-73.97626,0,120,3,0
49753169,130,40.80838,-73.95995,1,75,2,0
49754509,13,40.68901,-73.95057,1,31,2,0
47784768,26,40.66374,-73.91733,1,79,2,253
49764808,13,40.67695,-73.91567,0,99,2,357
1509237,61,40.79686,-73.9459,0,199,2,177
518931,94,40.80263,-73.94662,0,260,3,296
623474,214,40.70983,-73.96494,0,200,6,0
41702722,127,40.76278,-73.97443,0,395,7,0
11497855,159,40.66145,-73.96005,1,65,10,0
156959,31,40.68406,-73.99156,0,219,2,0
36792245,94,40.80272,-73.95564,1,60,2,0
49807312,64,40.72554,-73.9838,0,107,3,72
47640633,214,40.71621,-73.93941,1,50,7,0
23312516,4,40.75697,-73.91847,0,130,3,331
6753765,64,40.72422,-73.98465,2,85,2,0
7631412,51,40.66426,-73.94758,0,80,2,0
12298772,94,40.80464,-73.95637,1,84,2,0
18330683,13,40.68608,-73.93015,1,63,3,0
49827772,13,40.68661,-73.91944,1,45,2,0
49831860,30,40.6424,-73.91275,0,125,2,155
49742862,91,40.73168,-73.95829,1,160,2,0
298841,216,40.65992,-73.98403,1,63,2,48
24298532,119,40.72043,-73.98916,1,125,1,335
11132113,13,40.68673,-73.95829,1,45,3,0
7897771,214,40.71769,-73.9544,1,115,3,0
49808435,86,40.73857,-73.98335,0,269,3,110
14965776,51,40.66931,-73.9555,1,55,5,0
49873719,209,40.72941,-74.00481,0,150,7,0
18668835,64,40.7233,-73.98819,0,190,1,0
1120455,91,40.72798,-73.95038,0,150,7,0
48576700,41,40.69347,-73.967,0,173,2,228
49898234,214,40.71205,-73.95787,1,60,7,0
16356851,91,40.73419,-73.95905,1,115,5,179
17065519,94,40.80407,-73.95762,0,89,1,0
8308648,28,40.68781,-73.91695,1,70,1,0
22855974,4,40.76561,-73.9248,1,89,2,39
433207,4,40.76112,-73.9146,1,60,1,179
4878479,51,40.67629,-73.96208,0,130,5,0
49907738,202,40.78494,-73.97663,0,400,1,0
45166068,64,40.72316,-73.9844,0,200,2,188
506208,28,40.70435,-73.91646,1,65,1,0
32173907,28,40.70433,-73.92652,1,55,3,0
49951208,117,40.74391,-73.95461,0,120,2,0
49963831,61,40.79479,-73.94919,1,110,1,264
13197498,206,40.85,-73.93797,0,95,7,0
49967558,144,40.72459,-73.99366,0,145,1,0
49970809,64,40.72846,-73.98987,0,550,1,302
30312537,95,40.7608,-73.9947,1,95,3,0
23048845,201,40.7718,-73.94916,0,160,2,0
49991005,30,40.63013,-73.90809,0,90,2,82
5480274,214,40.70997,-73.94297,1,80,2,0
9966670,13,40.68986,-73.95892,0,125,3,226
1387286,214,40.70796,-73.95035,1,65,1,0
50001302,94,40.82476,-73.9438,0,77,4,0
50001799,13,40.69218,-73.93574,0,220,2,8
5731898,214,40.71,-73.95507,1,200,5,0
50003858,209,40.73702,-74.00633,0,200,1,0
50005319,151,40.67632,-73.98116,0,160,4,0
5731898,214,40.70794,-73.9566,1,90,3,0
50006995,28,40.7005,-73.92814,0,230,1,0
50006975,28,40.70633,-73.92231,1,55,1,0
25165109,86,40.73429,-73.98689,1,160,2,0
4369380,214,40.71436,-73.95421,1,46,3,0
24199235,127,40.75328,-73.97212,1,224,3,3
50015739,137,40.74695,-73.98062,0,300,2,0
50016613,94,40.8241,-73.95259,1,100,3,0
39093118,169,40.75965,-73.95125,1,100,1,0
1885068,74,40.65373,-73.95535,1,47,1,0
16024390,202,40.79499,-73.96631,1,139,1,0
50024703,4,40.75658,-73.92181,1,68,3,0
11054692,51,40.66951,-73.94931,0,110,1,0
6115134,201,40.77849,-73.95046,0,112,4,0
46846064,169,40.76359,-73.94982,1,85,3,0
33833815,80,40.68878,-73.97995,0,450,1,0
28191353,64,40.72912,-73.97854,0,390,7,0
50028109,130,40.81109,-73.95904,1,55,1,0
50031308,128,40.63009,-73.96671,1,55,4,304
50032395,202,40.80023,-73.96678,1,85,1,188
50045329,58,40.6186,-74.0071,0,160,3,291
42694270,202,40.77401,-73.99056,0,155,4,0
2088995,74,40.65326,-73.95513,0,70,2,0
50053165,80,40.68574,-73.97045,0,185,1,0
38596175,214,40.71654,-73.94104,0,90,7,0
34796316,130,40.80562,-73.95978,1,200,7,0
9507017,119,40.71954,-73.99067,1,58,10,0
42950170,64,40.72636,-73.98231,1,70,4,0
50013026,202,40.80012,-73.96441,1,50,1,0
634195,189,40.74509,-73.9236,0,85,4,0
35321358,61,40.78626,-73.94295,0,200,6,0
28422539,209,40.73713,-74.00059,0,250,7,0
3245480,91,40.73154,-73.95485,0,109,4,0
50068597,187,40.63573,-74.0772,1,48,2,316
14651590,130,40.80462,-73.96074,0,150,7,0
2024620,214,40.71753,-73.95742,0,350,2,130
25499953,202,40.80246,-73.96884,0,100,2,0
48678883,201,40.76871,-73.95479,0,177,1,258
5291029,92,40.73411,-73.99787,0,108,1,0
43380791,13,40.68762,-73.92318,1,28,10,0
50080673,64,40.73033,-73.98788,1,101,1,0
50084376,54,40.77472,-73.90993,1,35,1,0
50084137,104,40.75251,-73.8898,0,105,7,0
2262706,31,40.68378,-73.992,1,95,1,0
24445542,94,40.82569,-73.94277,1,65,2,0
3655401,112,40.74106,-73.97818,0,150,3,0
38014669,28,40.68996,-73.92046,0,113,7,355
8144242,13,40.68382,-73.95566,0,300,2,0
20007675,13,40.68389,-73.93437,0,65,2,0
50086145,51,40.66916,-73.95125,1,55,2,0
7185488,25,40.69565,-73.99663,0,150,8,0
43438475,182,40.66759,-73.99009,0,120,3,180
35671352,119,40.71941,-73.98534,0,160,1,0
14811787,201,40.76675,-73.95144,1,135,2,339
15647614,214,40.7162,-73.95384,0,175,1,37
50126257,20,40.63692,-73.99063,0,300,2,297
40044130,214,40.71009,-73.953,1,80,6,0
50131208,4,40.76994,-73.91841,1,40,1,0
7027191,51,40.6773,-73.95001,0,84,10,0
14163805,159,40.66001,-73.94664,0,399,3,237
30707611,209,40.73123,-74.00684,0,450,1,0
9339714,86,40.73304,-73.9843,0,140,3,270
2412806,80,40.68792,-73.97904,0,210,2,247
50143518,202,40.80172,-73.9656,0,135,4,0
8262339,214,40.71287,-73.96325,0,200,3,0
50144728,94,40.80463,-73.95044,0,200,2,0
50144624,13,40.69444,-73.93746,1,47,2,0
50144878,13,40.68362,-73.94646,0,50,7,0
11575335,51,40.67762,-73.95764,1,95,2,342
13148824,34,40.74186,-74.00528,0,280,2,0
16164068,13,40.68,-73.95526,1,50,3,0
1317360,178,40.72145,-74.00231,1,200,1,365
50148553,191,40.76278,-73.98498,1,197,3,0
202665,13,40.68675,-73.95865,0,120,5,0
6105861,201,40.76496,-73.95801,1,100,1,0
43198464,201,40.7651,-73.95812,1,84,1,0
6365575,117,40.74723,-73.94144,0,200,3,0
50157334,112,40.74285,-73.97468,0,150,5,0
956269,86,40.73725,-73.98439,0,195,3,34
4549440,94,40.82347,-73.93944,1,37,1,0
50165358,137,40.74987,-73.97293,0,200,1,0
45198805,206,40.83288,-73.93821,0,70,1,0
290908,159,40.66195,-73.95275,0,125,6,155
292084,108,40.64463,-73.97057,0,95,7,59
37803660,127,40.75088,-73.96918,0,199,4,0
50199816,28,40.70168,-73.92593,1,45,1,0
5124437,95,40.76172,-73.99917,0,189,3,0
3758471,51,40.6744,-73.95902,1,50,2,0
27163319,95,40.76444,-73.98728,1,120,5,8
68890,13,40.68968,-73.95213,0,250,1,365
50207684,190,40.64962,-74.00028,0,95,3,251
1038645,119,40.72133,-73.9877,1,140,1,0
50213378,189,40.74463,-73.91918,0,99,1,0
8693741,13,40.69616,-73.94737,1,35,1,0
34939187,95,40.76564,-73.98759,0,195,3,0
14974205,28,40.69351,-73.92309,1,35,1,0
33624354,197,40.72117,-74.00592,0,250,1,0
50220666,91,40.72594,-73.95174,1,70,7,0
14800483,214,40.71702,-73.94339,0,140,7,0
11763414,86,40.73606,-73.98242,0,149,7,0
9408069,119,40.72082,-73.98728,0,180,1,328
50189863,61,40.79566,-73.9448,0,110,1,250
166014,4,40.77066,-73.92181,0,100,7,0
6501582,51,40.67693,-73.93234,1,50,7,0
49494357,145,40.72116,-73.9959,0,425,2,54
17870643,127,40.75843,-73.96265,0,195,1,0
19135883,112,40.74178,-73.97313,0,260,4,34
9245509,95,40.76,-73.98972,0,499,2,0
33075414,209,40.73053,-74.00297,0,250,3,16
267959,214,40.72038,-73.95993,0,350,2,0
14786085,112,40.74302,-73.98098,0,275,5,0
9392189,214,40.71134,-73.95192,0,325,5,0
40169737,95,40.76553,-73.98709,0,300,1,261
30968452,28,40.68881,-73.92017,1,75,3,365
50054847,51,40.66842,-73.95601,1,100,1,0
50252837,94,40.81656,-73.95725,1,45,1,0
50145118,94,40.80857,-73.942,1,89,1,0
11462920,94,40.81788,-73.93583,0,75,2,0
50255130,34,40.74098,-74.00513,0,175,4,0
18830662,178,40.72051,-74.00168,1,75,1,0
7230698,94,40.82749,-73.94329,0,102,5,18
14005489,178,40.72823,-74.00571,0,250,4,0
50279938,61,40.78857,-73.94328,0,190,2,237
50282201,202,40.80027,-73.96971,1,120,1,0
8768792,91,40.72449,-73.95149,1,70,5,0
4018726,13,40.69297,-73.94522,1,63,3,60
9895399,91,40.72484,-73.9472,0,100,6,0
50289490,64,40.72613,-73.98621,0,140,5,0
50292584,190,40.64218,-74.01175,0,90,2,364
50291368,28,40.6882,-73.90598,1,46,2,0
393473,13,40.69227,-73.95187,0,115,2,89
4173415,209,40.73737,-74.00591,1,90,1,239
1587834,91,40.72212,-73.94423,1,65,2,0
1342653,178,40.72543,-74.00242,0,1000,4,326
2147475,91,40.72107,-73.95376,0,159,1,0
10611392,61,40.79331,-73.94149,0,250,4,35
33401596,13,40.69048,-73.94763,0,120,3,0
9262409,95,40.76504,-73.98718,1,80,3,0
18799694,64,40.73333,-73.99075,0,300,1,0
47512544,169,40.76206,-73.94904,1,45,3,0
18954539,201,40.76374,-73.96583,0,200,1,0
11513145,202,40.78641,-73.97739,1,65,1,0
39631811,130,40.80929,-73.95826,1,70,1,0
1587220,209,40.73577,-74.00582,0,240,1,0
4422477,64,40.72936,-73.97882,1,100,2,0
7952263,201,40.78389,-73.95306,0,200,4,0
3696938,214,40.70935,-73.95207,0,180,1,0
50323495,214,40.70357,-73.9474,0,130,4,321
13342524,182,40.66352,-73.98488,0,100,3,0
50331528,95,40.76599,-73.98404,0,90,5,0
6706379,13,40.69133,-73.9426,1,31,3,0
9039711,206,40.83358,-73.94113,1,45,1,0
18080415,202,40.77594,-73.98449,0,188,3,0
9662924,214,40.70669,-73.94943,1,85,5,0
10366292,41,40.68552,-73.96481,1,40,5,0
10366292,41,40.68522,-73.96326,1,75,1,0
38297722,214,40.71691,-73.93953,0,200,2,0
19874128,94,40.82083,-73.95407,1,88,2,0
50364039,214,40.71602,-73.96248,0,130,2,252
50068597,194,40.63661,-74.07868,1,40,2,324
618803,206,40.83424,-73.94275,1,65,3,0
50366054,202,40.80055,-73.96011,0,129,3,0
670690,34,40.73809,-73.99695,0,500,1,0
9144218,4,40.76476,-73.91935,0,125,8,0
50368164,216,40.64845,-73.97302,0,100,1,0
50368837,51,40.67735,-73.94468,0,100,3,0
50372319,85,40.66948,-73.9903,0,160,2,342
50374022,214,40.71162,-73.9639,0,125,5,0
96598,91,40.72061,-73.94886,0,205,7,0
2001524,64,40.73027,-73.98759,0,750,3,47
47577639,34,40.74105,-74.00401,0,195,4,280
50385630,214,40.71712,-73.94671,1,477,2,358
31758028,178,40.72496,-74.00928,0,699,7,37
3816296,35,40.71611,-73.99539,0,180,1,0
12974174,51,40.66782,-73.92969,1,60,1,0
38263259,94,40.81949,-73.95676,0,140,5,0
24894370,51,40.67042,-73.95072,0,98,1,0
50397134,127,40.76103,-73.97512,0,1200,1,0
22098830,13,40.68581,-73.94689,0,800,3,178
502563,64,40.73052,-73.98461,1,130,3,23
9424650,214,40.71761,-73.95423,0,325,3,179
2491622,64,40.72745,-73.98979,1,200,1,0
20068971,206,40.85147,-73.93771,0,125,2,0
4098796,94,40.82021,-73.95421,1,62,2,0
11026504,202,40.78818,-73.96928,0,144,2,0
40571321,13,40.69335,-73.93107,1,90,1,0
50411330,119,40.71504,-73.98879,1,45,1,0
34351124,13,40.68768,-73.92069,1,75,1,0
10262649,28,40.69134,-73.90895,1,85,4,0
32525636,94,40.82094,-73.95745,0,50,3,0
3758471,51,40.67377,-73.95887,1,50,10,0
30793816,28,40.68589,-73.91486,1,60,1,205
4094857,202,40.79113,-73.96645,0,372,3,17
42424450,214,40.71988,-73.95591,1,75,2,0
50442604,74,40.63655,-73.95424,1,60,1,0
1698487,158,40.67835,-73.96846,1,85,1,345
50445531,202,40.79827,-73.97321,1,124,1,0
20328794,201,40.77507,-73.94896,0,70,10,0
785524,47,40.82023,-73.92844,0,87,1,211
10338528,74,40.65411,-73.95816,1,55,4,173
50455731,201,40.77227,-73.94968,0,139,3,0
50459536,209,40.73455,-74.00312,1,300,1,0
2949577,51,40.66593,-73.95082,1,50,4,0
39615319,64,40.73352,-73.98896,1,120,2,0
50463621,112,40.7412,-73.98171,0,110,4,0
8265805,214,40.71725,-73.96447,1,50,3,0
48593918,64,40.72265,-73.98365,1,90,2,86
5814274,4,40.77254,-73.92853,0,225,4,0
50467679,51,40.67176,-73.93387,1,30,3,0
20337316,95,40.76646,-73.99345,2,65,1,0
7036796,214,40.71891,-73.96133,1,60,5,0
13811334,61,40.79197,-73.94711,0,140,1,0
50472471,178,40.7209,-74.00229,0,799,3,365
11358093,214,40.71283,-73.9593,0,330,5,0
50473263,201,40.76875,-73.96763,0,1100,1,0
23698012,91,40.72276,-73.94857,1,75,1,0
8546088,202,40.8,-73.96404,1,100,2,0
17490821,4,40.7609,-73.92288,0,100,3,0
18998261,95,40.76339,-73.99404,1,110,5,0
23372553,197,40.71561,-74.00642,1,75,1,0
4205782,95,40.76223,-73.99296,0,150,4,0
34202667,28,40.69084,-73.92075,1,90,3,0
41003664,119,40.71282,-73.98448,1,70,9,0
5474579,61,40.79617,-73.93452,0,85,1,0
50490104,92,40.72939,-74.00225,0,150,2,0
22247089,95,40.76576,-73.98383,1,145,2,139
36585734,64,40.72955,-73.98058,1,77,1,0
4050348,92,40.72935,-74.00064,1,200,1,0
2330750,13,40.69027,-73.95021,1,60,3,0
3285138,214,40.71776,-73.9605,1,70,5,0
48705835,34,40.74566,-73.99989,0,365,6,257
49347242,95,40.7682,-73.98467,0,180,1,0
10487850,127,40.75287,-73.96708,0,230,1,0
12996782,191,40.76278,-73.98178,1,79,7,0
50520029,28,40.69184,-73.90593,1,49,7,0
2329581,145,40.72248,-73.99481,1,165,7,0
50523735,159,40.6576,-73.94609,0,140,2,273
50526314,130,40.81047,-73.95735,1,63,1,0
30223110,127,40.75134,-73.96807,0,112,4,0
10316525,214,40.71197,-73.96061,0,119,3,0
3829864,214,40.71907,-73.95434,0,170,2,0
3976298,158,40.67815,-73.96823,0,995,5,89
50537550,13,40.68441,-73.91625,0,185,2,365
50539403,197,40.71819,-74.00833,0,500,4,0
50540315,6,40.71775,-74.01509,1,150,3,0
50541121,95,40.76385,-73.98669,0,199,2,317
16003028,91,40.72974,-73.95163,1,80,5,0
13275669,94,40.80145,-73.95428,1,60,3,0
24554945,130,40.80761,-73.95841,0,125,6,1
17557243,94,40.8216,-73.95583,2,60,1,0
1106592,202,40.79502,-73.96703,0,600,3,0
22159648,214,40.70657,-73.94234,1,75,1,0
2290932,80,40.68579,-73.97455,0,80,2,0
22440410,178,40.72688,-74.00058,0,195,2,0
50583919,95,40.75992,-73.9879,1,68,3,0
4400935,13,40.68259,-73.92358,0,90,2,0
16352538,95,40.76379,-73.99378,0,200,2,0
50588693,4,40.76125,-73.91008,1,30,1,0
50588394,94,40.82391,-73.93881,1,80,1,364
1010435,64,40.72792,-73.98718,0,125,7,1
50591230,28,40.69557,-73.9315,1,70,1,0
23914377,28,40.70179,-73.93689,1,50,1,0
50593630,51,40.67239,-73.93225,1,110,1,0
50593964,201,40.77641,-73.95505,0,199,4,0
4119786,158,40.6733,-73.9647,1,40,1,0
46256682,13,40.68786,-73.95019,1,65,5,3
25153542,95,40.76057,-73.99038,1,85,1,0
18195071,214,40.71481,-73.95475,0,160,3,0
24175837,112,40.74423,-73.97742,1,69,4,0
50601765,112,40.74195,-73.98242,0,120,2,0
19103161,91,40.72691,-73.94802,0,150,1,0
1583768,94,40.79982,-73.95375,0,130,2,0
1570949,182,40.66817,-73.98774,1,85,2,0
9055412,214,40.70663,-73.94701,1,100,1,0
28768715,137,40.74852,-73.97521,0,210,3,248
18215000,13,40.69573,-73.95345,1,60,2,0
820010,13,40.6913,-73.9406,1,60,1,332
15312389,13,40.68752,-73.9567,0,140,2,0
25752230,28,40.69224,-73.91834,1,69,2,0
15163256,175,40.60596,-73.95672,1,73,3,354
15163256,175,40.60666,-73.9575,1,67,3,338
50638417,61,40.78442,-73.94722,0,110,5,310
50640005,92,40.73393,-73.9982,0,250,2,0
15584022,202,40.77633,-73.97932,0,80,5,0
45911716,64,40.72804,-73.97638,0,325,3,0
47785416,201,40.78333,-73.94996,0,300,1,0
33908393,197,40.71982,-74.01134,0,197,1,0
10664416,13,40.68735,-73.9196,0,165,3,274
38064272,13,40.68535,-73.95036,1,30,1,0
16209547,81,40.61634,-74.03378,1,120,2,365
46080859,13,40.68307,-73.92894,0,119,5,3
48939879,28,40.70311,-73.91264,1,39,10,0
18982207,25,40.69237,-73.99412,0,130,4,0
1426080,202,40.78763,-73.97204,1,100,3,0
12745771,206,40.85509,-73.93236,1,28,1,0
5657756,64,40.72464,-73.98861,0,225,4,0
14018666,175,40.587,-73.95588,1,45,1,0
3242525,209,40.73113,-74.00314,0,120,4,0
25131945,202,40.78528,-73.98091,0,99,2,0
50678424,13,40.68777,-73.94793,0,206,1,365
50638417,61,40.79088,-73.94261,0,120,5,323
50680790,73,40.7088,-74.01455,0,275,2,0
50681342,95,40.76542,-73.98702,0,290,2,0
145616,92,40.73238,-73.99517,0,300,3,0
3820569,91,40.73528,-73.95647,0,80,3,0
92272,86,40.73307,-73.9835,1,80,2,362
50687223,159,40.66044,-73.96114,0,70,6,0
29241227,108,40.64689,-73.97446,0,130,4,0
44791860,159,40.66112,-73.95462,1,50,1,0
9523962,159,40.66201,-73.95352,0,125,9,0
23806994,159,40.6626,-73.96003,0,150,2,0
1761447,214,40.71032,-73.95345,0,290,6,95
50690190,92,40.72969,-74.00117,0,210,1,0
1134635,127,40.74251,-73.98414,0,150,2,0
2580352,28,40.69923,-73.9308,0,129,7,0
20271650,134,40.81192,-73.90949,1,64,3,1
21269488,64,40.73145,-73.98384,1,100,3,0
7511881,64,40.72608,-73.97843,1,60,2,0
12871485,13,40.68004,-73.94628,0,120,2,0
7033731,64,40.7243,-73.97684,1,90,3,0
33889947,178,40.72767,-74.00344,0,200,2,0
5259567,197,40.71813,-74.00509,0,139,5,0
43943644,91,40.72612,-73.95113,1,95,1,0
18282,119,40.71813,-73.98715,1,70,1,0
3709185,103,40.87045,-73.91765,0,90,5,0
50729557,13,40.6882,-73.95471,1,70,2,322
8033291,13,40.68394,-73.94678,0,94,4,0
6355999,34,40.74387,-74.00134,0,250,2,0
29941633,197,40.71454,-74.00816,0,850,4,0
1433657,214,40.70888,-73.95622,1,85,2,334
50451849,4,40.76993,-73.91762,0,65,2,12
7611383,95,40.76457,-73.98525,1,200,3,0
10237786,54,40.78274,-73.91318,0,88,3,192
50750250,94,40.80728,-73.94987,0,65,1,0
24120303,214,40.70848,-73.94945,1,79,1,0
50755667,151,40.66854,-73.98482,0,120,3,200
3965200,73,40.70629,-74.0098,1,175,3,26
5559432,202,40.79322,-73.96726,0,200,5,0
32787246,202,40.80383,-73.96793,0,103,3,0
50761842,34,40.74443,-74.00259,0,80,5,0
50762019,7,40.63266,-74.0284,1,80,1,0
7532013,80,40.69431,-73.97316,1,60,3,0
18900298,91,40.72522,-73.95124,1,50,1,0
11402864,51,40.66891,-73.9533,1,50,2,0
38795245,92,40.73418,-73.99887,0,275,10,0
50769650,127,40.74501,-73.98574,1,150,4,0
50772475,119,40.7201,-73.98984,0,300,3,0
50772718,74,40.63443,-73.96703,1,47,4,0
13757674,34,40.74807,-74.00209,0,200,3,0
26920640,86,40.73637,-73.98107,0,200,2,0
109879,95,40.76355,-73.98815,0,180,7,0
314008,127,40.75247,-73.97196,0,270,4,0
50680795,94,40.82976,-73.94663,1,30,8,0
8013847,214,40.70774,-73.94139,0,170,2,270
29111960,119,40.72168,-73.99183,1,55,7,0
4498059,28,40.70419,-73.92114,0,185,2,0
7410082,91,40.72515,-73.9397,1,30,8,0
14811787,201,40.76678,-73.95171,1,101,3,345
36830075,94,40.8292,-73.94874,1,85,4,0
22967540,28,40.70079,-73.92095,1,38,7,0
48059119,127,40.74673,-73.98667,1,325,1,360
5229579,214,40.71811,-73.96222,1,69,3,0
50831724,95,40.76234,-73.98732,0,275,2,0
3460956,206,40.85884,-73.93356,0,100,5,0
2569188,28,40.70021,-73.94081,1,49,1,0
21222224,13,40.68243,-73.9534,0,150,2,364
5913612,4,40.76197,-73.92208,0,150,1,0
23500650,209,40.7385,-74.00378,0,200,1,0
50839249,34,40.74836,-73.99031,1,50,7,0
5229579,214,40.71801,-73.96405,1,59,3,0
50068597,187,40.63516,-74.07735,1,52,2,340
4483467,91,40.73081,-73.95466,0,89,2,0
50846116,119,40.72156,-73.98866,0,100,5,0
21966105,214,40.72049,-73.95894,1,90,6,331
22962853,201,40.78306,-73.94581,0,115,2,0
16177882,127,40.76566,-73.97873,0,400,1,0
47653056,117,40.75342,-73.9237,1,66,7,0
17108566,64,40.73271,-73.98638,0,180,2,0
40302046,209,40.73194,-74.00241,0,149,3,0
1762558,64,40.72143,-73.97892,1,89,2,0
42453789,34,40.74192,-73.99677,0,85,7,0
37306329,35,40.71632,-73.99328,1,67,4,0
221266,61,40.79108,-73.94642,1,94,2,0
17023017,51,40.66555,-73.95613,1,80,2,0
